timestamp,total_pkt_cnt,tcp_cnt,udp_cnt,icmp_cnt,syn_cnt,ack_cnt,unique_dst_port_cnt,unique_src_ip_cnt,dns_query_cnt,gratuitous_arp_cnt,failed_login_cnt,mac_change_cnt,label
1779274530,59,0,55,0,0,0,27,4,28,1,0,0,5
1779274535,168,0,162,0,0,0,81,3,82,3,0,0,5
1779274540,191,1,189,1,0,1,97,5,94,0,0,0,5
1779274545,149,0,143,1,0,0,70,5,73,0,0,0,5
1779274550,122,1,110,1,0,1,52,7,54,0,0,0,5
1779274555,6,0,3,0,0,0,2,3,2,0,0,0,5
1779274560,26,2,17,2,0,2,11,5,9,1,0,0,5
1779274565,106,0,100,0,0,0,51,3,50,3,0,0,5
1779274570,95,4,73,0,0,4,33,4,38,0,0,0,5
1779274580,126,2,121,1,0,2,60,5,62,0,0,0,5
1779274585,235,8,223,1,0,8,112,5,112,1,0,0,5
1779274590,169,2,166,1,0,2,85,6,83,0,0,0,5
1779274595,120,2,112,0,0,2,58,4,56,3,0,0,5
1779274600,150,1,147,1,0,1,74,5,74,0,0,0,5
1779274605,140,0,136,1,0,0,68,5,68,1,0,0,5
1779274610,71,1,68,0,0,1,34,5,34,0,0,0,5
1779274615,4,0,2,0,0,0,1,2,2,0,0,0,5
1779274620,21,1,14,2,0,1,10,4,6,1,0,0,5
1779274625,176,0,169,1,0,0,83,4,86,3,0,0,5
1779274630,206,1,203,1,0,1,102,5,102,0,0,0,5
1779274635,205,9,191,1,2,7,95,5,96,0,0,0,5
1779274640,167,3,152,1,0,3,75,6,77,0,0,0,5
1779274645,139,2,124,0,0,2,61,5,62,1,0,0,5
1779274650,207,1,203,1,0,1,102,6,100,0,0,0,5
1779274655,178,0,175,1,0,0,87,4,88,1,0,0,5
1779274660,157,1,138,1,0,1,63,6,71,0,0,0,5
1779274665,97,1,90,0,0,1,47,5,44,2,0,0,5
1779274670,92,1,90,0,0,1,47,5,44,0,0,0,5
1779274675,9,0,2,0,0,0,1,2,2,1,0,0,5
1779274680,3,1,2,0,0,1,2,3,2,0,0,0,5
1779274685,151,3,143,3,0,3,74,5,70,1,0,0,5
1779274690,150,2,141,1,0,2,70,5,72,2,0,0,5
1779274695,224,0,209,1,0,0,104,5,104,0,0,0,5
1779274700,79,0,59,0,0,0,29,5,26,0,0,0,5
1779274705,10,0,3,0,0,0,2,2,1,0,0,0,5
1779274710,14,1,4,0,0,1,3,2,3,0,0,0,5
1779274715,12,0,6,0,0,0,3,3,2,0,0,0,5
1779274720,16,2,1,0,0,2,2,2,1,0,0,0,5
1779274725,5,1,1,0,0,1,2,2,1,0,0,0,5
